Player,Team,GP,GS,MINS,oPOSS,PTS,ORB,DRB,AST,STL,BLK,TOV,PF,PCT_FGA_trans,PCT_FGM_ast,TS.,eFG.,FGM,FGA,FG.,TPM,TPA,TP.,FTM,FTA,FT.,RIMM,RIMA,RIM.,MIDM,MIDA,MID.
JOSH.OGUNDELE_Iowa,Iowa,1,0,0.417,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSH.PARRISH_San Diego,San Diego,3,3,94.05,178,27,3,3,6,4,0,6,5,0.4,0.583,0.591,0.6,12,20,0.6,0,0,0,3,6,0.5,10,14,0.714,2,6,0.333
JOSH.PIERRELOUIS_UC Santa Barbara,UC Santa Barbara,5,0,88.05,172,44,3,10,9,13,0,6,12,0.269,0.267,0.637,0.635,15,26,0.577,3,8,0.375,11,18,0.611,12,18,0.667,0,0,0
JOSH.REAVES_Mt. St. Mary's,Mt. St. Mary's,3,3,82.082,151,27,0,7,3,0,0,4,8,0.217,0.7,0.587,0.587,10,23,0.435,7,17,0.412,0,0,0,0,0,0,3,6,0.5
JOSH.ROBERTS_St. John's (NY),St. John's (NY),4,3,31.3,69,11,5,4,1,2,1,2,5,0.2,0.5,0.797,0.8,4,5,0.8,0,0,0,3,4,0.75,4,5,0.8,0,0,0
JOSH.SMITH_Stetson,Stetson,5,0,77.551,145,27,9,13,9,1,0,3,7,0.095,0.7,0.506,0.5,10,21,0.476,1,4,0.25,6,12,0.5,8,14,0.571,1,3,0.333
JOSH.THOMAS_Milwaukee,Milwaukee,3,3,94.067,181,52,1,13,5,3,1,7,10,0.268,0.478,0.593,0.585,23,41,0.561,2,6,0.333,4,6,0.667,10,14,0.714,11,21,0.524
JOSH.VAZQUEZ_Montana,Montana,6,0,133.418,252,41,1,15,4,10,1,6,7,0.156,0.8,0.524,0.438,10,32,0.312,8,24,0.333,13,15,0.867,1,3,0.333,1,5,0.2
JOSHUA.HIGHTOWER_Saint Louis,Saint Louis,1,1,2.283,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSHUA.LANGFORD_Michigan St.,Michigan St.,7,7,220.984,382,65,10,28,11,8,5,10,19,0.222,0.762,0.437,0.373,21,63,0.333,5,22,0.227,18,24,0.75,5,11,0.455,11,30,0.367
JOSHUA.LUSANE_Campbell,Campbell,4,4,100.833,168,43,8,18,14,1,6,4,6,0.16,0.75,0.772,0.74,16,25,0.64,5,6,0.833,6,6,1,9,15,0.6,2,4,0.5
JOSHUA.PRIMO_Alabama,Alabama,5,4,82.283,167,30,7,10,3,0,2,5,7,0.419,0.583,0.469,0.452,12,31,0.387,4,15,0.267,2,2,1,8,13,0.615,0,3,0
JOSHUA.TOMAIC_San Diego St.,San Diego St.,7,1,106.614,199,31,13,9,1,3,2,8,19,0.12,0.429,0.566,0.58,14,25,0.56,1,5,0.2,2,5,0.4,11,15,0.733,2,5,0.4
JOSHUWAN.JOHNSON_Ark.-Pine Bluff,Ark.-Pine Bluff,5,5,130.067,249,31,2,14,11,5,0,12,6,0.103,0.545,0.487,0.448,11,29,0.379,4,10,0.4,5,6,0.833,6,9,0.667,1,10,0.1
JOSIAH.ALLICK_Kansas City,Kansas City,3,3,88.749,150,52,7,9,6,0,0,9,11,0.077,0.429,0.588,0.551,21,39,0.538,1,6,0.167,9,11,0.818,20,29,0.69,0,4,0
JOSIAH.FREEMAN_Western Mich.,Western Mich.,3,0,54.382,96,22,1,2,1,0,0,1,6,0.333,0.571,0.69,0.667,7,15,0.467,6,10,0.6,2,2,1,1,3,0.333,0,2,0
JOSIAH.FULCHER_Bowling Green,Bowling Green,4,0,82.3,148,18,6,1,6,2,1,4,11,0.375,0,0.347,0.333,8,24,0.333,0,7,0,2,4,0.5,7,13,0.538,1,4,0.25
JOSIAH.JEFFERS_Radford,Radford,2,0,23.833,43,2,1,0,3,3,1,0,0,0.5,0,0.202,0,0,4,0,0,1,0,2,2,1,0,1,0,0,2,0
JOSIAH.STRONG_Illinois St.,Illinois St.,3,2,94.983,173,28,0,9,5,5,0,3,6,0.333,0.273,0.477,0.463,11,27,0.407,3,16,0.188,3,5,0.6,3,5,0.6,5,6,0.833
JOSIAH.WALLACE_Eastern Ill.,Eastern Ill.,2,2,69.483,131,16,2,6,5,0,0,3,5,0.312,0.4,0.414,0.375,5,16,0.312,2,8,0.25,4,7,0.571,3,5,0.6,0,3,0
JOSIAHJORDAN.JAMES_Tennessee,Tennessee,6,2,149.115,281,34,12,29,13,10,4,8,12,0.412,0.417,0.444,0.397,12,34,0.353,3,16,0.188,7,9,0.778,6,9,0.667,3,9,0.333
JOSIP.VRANKIC_Santa Clara,Santa Clara,5,5,142.73,275,81,11,22,14,4,0,14,15,0.234,0.419,0.518,0.508,31,64,0.484,3,16,0.188,16,30,0.533,26,40,0.65,2,8,0.25
JOVAN.BLACKSHER_Grand Canyon,Grand Canyon,7,7,234.565,416,88,5,24,41,21,1,18,11,0.271,0.355,0.468,0.418,31,85,0.365,9,31,0.29,17,19,0.895,6,15,0.4,16,39,0.41
JOVAN.STULIC_Little Rock,Little Rock,1,0,7.233,15,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOVAN.TUCKER_Mercer,Mercer,2,0,7.05,12,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
JOVAN.ZELENBABA_Northwestern St.,Northwestern St.,9,0,132.732,269,70,2,21,7,9,0,9,16,0.277,0.65,0.594,0.543,20,47,0.426,11,22,0.5,19,25,0.76,5,10,0.5,4,15,0.267
JOVON.MCCLANAHAN_Hawaii,Hawaii,5,0,108.601,200,30,2,2,12,5,0,9,7,0.259,0.273,0.487,0.444,11,27,0.407,2,7,0.286,6,8,0.75,3,9,0.333,6,11,0.545
JOVONTAE.MILLNERCRISS_Middle Tenn.,Middle Tenn.,5,4,131.933,237,36,4,20,3,3,5,3,7,0.2,0.833,0.488,0.457,12,35,0.343,8,23,0.348,4,4,1,2,6,0.333,2,6,0.333
JP.MOORMAN_Temple,Temple,3,0,70.483,135,28,4,10,5,1,1,1,12,0.208,0.583,0.583,0.583,12,24,0.5,4,9,0.444,0,0,0,4,8,0.5,4,7,0.571
JR.CLAY_Tennessee Tech,Tennessee Tech,2,2,75.05,142,51,0,5,12,4,2,8,2,0.235,0.444,0.692,0.676,18,34,0.529,10,16,0.625,5,6,0.833,5,12,0.417,3,6,0.5
JRAAN.BROOKS_Washington,Washington,1,0,9.217,20,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
JT.SHUMATE_Toledo,Toledo,5,5,145.185,283,50,6,16,2,2,8,5,17,0.387,0.737,0.672,0.661,19,31,0.613,3,9,0.333,9,13,0.692,13,16,0.812,3,6,0.5
JT.THOR_Auburn,Auburn,4,4,113.766,212,37,10,19,4,3,8,10,6,0.3,0.462,0.511,0.483,13,30,0.433,3,12,0.25,8,13,0.615,8,12,0.667,2,6,0.333
JUAN.DUCASSE_Santa Clara,Santa Clara,1,0,3.417,7,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
JUAN.FELIX.RODRIGUEZ_Stony Brook,Stony Brook,2,2,72.551,126,37,2,4,4,4,0,6,7,0.24,0.333,0.664,0.64,12,25,0.48,8,11,0.727,5,6,0.833,3,9,0.333,1,5,0.2
JUAN.MUNOZ_Longwood,Longwood,3,3,94.833,165,40,2,8,9,2,0,10,7,0.222,0.385,0.681,0.648,13,27,0.481,9,19,0.474,5,5,1,3,6,0.5,1,2,0.5
JUBRILE.BELO_Montana St.,Montana St.,7,7,198.749,359,133,16,28,2,2,11,14,25,0.217,0.556,0.768,0.75,45,60,0.75,0,0,0,43,56,0.768,43,50,0.86,2,10,0.2
JUDAH.BROWN_Saint Mary's (CA),Saint Mary's (CA),5,3,68.983,128,7,1,5,1,1,3,1,6,0.471,0.5,0.195,0.147,2,17,0.118,1,13,0.077,2,2,1,0,1,0,1,3,0.333
JUDSON.MARTINDALE_Holy Cross,Holy Cross,2,2,65.283,118,25,1,10,3,4,1,4,8,0.2,0.444,0.74,0.7,9,15,0.6,3,7,0.429,4,4,1,5,7,0.714,1,1,1
JULES.BERNARD_UCLA,UCLA,6,6,205.502,343,81,7,26,11,2,1,10,9,0.172,0.387,0.626,0.621,31,58,0.534,10,21,0.476,9,14,0.643,10,18,0.556,11,19,0.579
JULIAN.CHAMPAGNIE_St. John's (NY),St. John's (NY),4,3,129.001,244,70,4,28,4,6,1,5,5,0.317,0.522,0.48,0.405,23,63,0.365,5,27,0.185,19,21,0.905,9,13,0.692,9,23,0.391
JULIAN.LARRY_Indiana St.,Indiana St.,4,4,93.05,151,14,2,8,4,2,0,2,8,0.182,0.4,0.282,0.25,5,22,0.227,1,11,0.091,3,6,0.5,2,7,0.286,2,4,0.5
JULIAN.RISHWAIN_San Francisco,San Francisco,3,0,73.633,135,52,2,12,2,2,2,3,6,0.357,0.588,0.761,0.75,17,28,0.607,8,16,0.5,10,13,0.769,8,9,0.889,1,3,0.333
JULIAN.STRAWTHER_Gonzaga,Gonzaga,1,0,3.883,8,2,0,2,0,0,0,0,1,0.5,0,0.5,0.5,1,2,0.5,0,0,0,0,0,0,1,2,0.5,0,0,0
JULIEN.FRANKLIN_Oregon St.,Oregon St.,1,0,3.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIEN.WOODEN_James Madison,James Madison,2,2,32.067,60,4,4,3,3,1,0,1,1,0.286,0,0.252,0.143,1,7,0.143,0,4,0,2,2,1,1,2,0.5,0,1,0
JULIUS.DIXON_Morehead St.,Morehead St.,1,0,0.217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIUS.MARBLE_Michigan St.,Michigan St.,7,7,73.2,138,21,2,11,0,0,2,8,21,0.188,0.571,0.506,0.438,7,16,0.438,0,0,0,7,10,0.7,4,9,0.444,3,7,0.429
JUNIOR.BALLARD_Fresno St.,Fresno St.,6,6,182.367,321,55,0,12,5,3,4,3,14,0.349,0.882,0.594,0.581,17,43,0.395,16,35,0.457,5,7,0.714,1,5,0.2,0,3,0
JUNIOR.MADUT_Hawaii,Hawaii,5,5,155.881,278,38,6,14,9,6,1,13,12,0.293,0.308,0.42,0.366,13,41,0.317,4,23,0.174,8,9,0.889,5,9,0.556,4,9,0.444
JUSTICE.HILL_Murray St.,Murray St.,3,0,57.634,98,7,1,6,11,0,0,3,3,0.077,0.667,0.269,0.269,3,13,0.231,1,7,0.143,0,0,0,0,2,0,2,4,0.5
JUSTICE.SUEING_Ohio St.,Ohio St.,8,8,256.599,447,96,12,29,5,7,2,14,27,0.158,0.5,0.628,0.57,28,57,0.491,9,15,0.6,31,41,0.756,12,23,0.522,7,19,0.368
JUSTIN.AHRENS_Ohio St.,Ohio St.,8,6,132.366,245,14,2,10,2,6,3,0,7,0.381,0.8,0.333,0.333,5,21,0.238,4,18,0.222,0,0,0,1,3,0.333,0,0,0
JUSTIN.AMADI_James Madison,James Madison,2,1,52.767,97,30,0,4,1,4,3,2,3,0.462,0.636,0.845,0.846,11,13,0.846,0,0,0,8,10,0.8,9,10,0.9,2,3,0.667
JUSTIN.BEAN_Utah St.,Utah St.,7,7,199.967,359,105,24,43,13,14,3,18,17,0.122,0.825,0.611,0.574,40,74,0.541,5,13,0.385,20,25,0.8,23,33,0.697,12,28,0.429
JUSTIN.BROOKENS_Western Ill.,Western Ill.,4,1,58.466,116,21,0,2,3,1,0,2,6,0.2,0.25,0.42,0.42,8,25,0.32,5,15,0.333,0,0,0,0,4,0,3,6,0.5
JUSTIN.BROWN_South Fla.,South Fla.,7,7,188.333,346,49,12,21,4,5,1,6,12,0.321,0.875,0.446,0.425,16,53,0.302,13,39,0.333,4,4,1,0,1,0,3,13,0.231
JUSTIN.CHAMPAGNIE_Pittsburgh,Pittsburgh,4,3,129.701,221,59,14,25,5,5,7,9,10,0.305,0.545,0.443,0.407,22,59,0.373,4,17,0.235,11,16,0.688,10,24,0.417,8,18,0.444
JUSTIN.CONNOLLY_Merrimack,Merrimack,5,0,72.951,129,25,6,5,7,2,6,1,10,0.333,0.333,0.618,0.6,9,15,0.6,0,0,0,7,11,0.636,9,15,0.6,0,0,0
JUSTIN.EDLERDAVIS_CSU Bakersfield,CSU Bakersfield,3,3,65.534,123,26,2,7,1,1,0,5,7,0.107,0.778,0.435,0.411,9,28,0.321,5,19,0.263,3,4,0.75,2,2,1,2,7,0.286
JUSTIN.FORREST_Appalachian St.,Appalachian St.,5,5,174.133,310,93,1,16,14,7,1,12,11,0.208,0.52,0.492,0.409,25,77,0.325,13,37,0.351,30,37,0.811,8,18,0.444,4,22,0.182
JUSTIN.GORHAM_Houston,Houston,7,7,197.165,338,66,20,26,15,2,3,5,12,0.128,0.72,0.61,0.564,25,47,0.532,3,11,0.273,13,15,0.867,19,26,0.731,3,10,0.3
JUSTIN.HEMSLEY_Hawaii,Hawaii,5,0,61.133,109,23,7,11,1,2,2,4,7,0.368,0.556,0.563,0.579,9,19,0.474,4,6,0.667,1,3,0.333,4,7,0.571,1,6,0.167
JUSTIN.HILL_Longwood,Longwood,2,0,38.467,73,8,0,6,3,1,0,7,3,0.214,0,0.276,0.286,4,14,0.286,0,3,0,0,1,0,2,4,0.5,2,7,0.286
JUSTIN.HOHN_UC Irvine,UC Irvine,6,0,39.651,70,5,0,3,2,2,0,2,5,0.2,0,0.25,0.25,2,10,0.2,1,3,0.333,0,0,0,0,2,0,1,5,0.2
JUSTIN.HOPKINS_Texas Southern,Texas Southern,10,5,326.234,642,109,16,30,12,9,1,17,14,0.171,0.562,0.596,0.529,32,70,0.457,10,32,0.312,35,45,0.778,20,33,0.606,2,5,0.4
JUSTIN.JAWORSKI_Lafayette,Lafayette,3,3,106.35,202,60,1,3,11,3,0,8,4,0.292,0.591,0.574,0.542,22,48,0.458,8,18,0.444,8,9,0.889,5,7,0.714,9,23,0.391
JUSTIN.JOHNSON_Southern Miss.,Southern Miss.,3,2,83.1,154,21,1,7,5,2,1,4,2,0.286,0.571,0.423,0.405,7,21,0.333,3,7,0.429,4,8,0.5,4,9,0.444,0,5,0
JUSTIN.KIER_Georgia,Georgia,4,4,134.383,275,39,1,17,7,4,0,8,6,0.483,0.727,0.54,0.5,11,29,0.379,7,14,0.5,10,15,0.667,2,6,0.333,2,9,0.222
JUSTIN.LEWIS_Marquette,Marquette,4,1,73.583,140,26,4,7,1,2,1,8,9,0.154,0.3,0.429,0.404,10,26,0.385,1,5,0.2,5,9,0.556,5,12,0.417,4,9,0.444
JUSTIN.LINDNER_Florida St.,Florida St.,2,1,2.433,4,2,0,0,0,0,0,0,0,0.5,0,0.5,0.5,1,2,0.5,0,1,0,0,0,0,1,1,1,0,0,0
JUSTIN.MAZZULLA_Vermont,Vermont,1,1,27.5,47,9,2,2,2,1,0,1,0,0.333,0.75,0.5,0.5,4,9,0.444,1,3,0.333,0,0,0,3,4,0.75,0,2,0
JUSTIN.MCCALL_CSU Bakersfield,CSU Bakersfield,3,3,71.182,127,21,6,6,1,1,4,6,6,0.15,0.7,0.501,0.5,10,20,0.5,0,2,0,1,2,0.5,6,9,0.667,4,9,0.444
JUSTIN.MCKOY_Virginia,Virginia,5,1,83.882,134,20,7,19,5,2,0,4,2,0.2,0.5,0.488,0.5,10,20,0.5,0,1,0,0,1,0,8,12,0.667,2,7,0.286
JUSTIN.MINAYA_South Carolina,South Carolina,5,5,143.616,279,21,6,18,8,4,4,7,8,0.355,0.667,0.315,0.323,9,31,0.29,2,14,0.143,1,5,0.2,5,9,0.556,2,8,0.25
JUSTIN.MOORE_Villanova,Villanova,5,4,132.449,238,52,0,12,11,1,1,6,10,0.317,0.571,0.606,0.585,21,41,0.512,6,21,0.286,4,4,1,14,18,0.778,1,2,0.5
JUSTIN.RENE_Long Beach St.,Long Beach St.,3,0,20.716,45,4,0,2,3,1,0,2,4,0,0.5,0.5,0.5,2,4,0.5,0,1,0,0,0,0,2,2,1,0,1,0
JUSTIN.ROBERTS_Georgia St.,Georgia St.,7,7,228.949,454,83,4,30,33,9,1,20,8,0.388,0.3,0.441,0.412,30,85,0.353,10,34,0.294,13,19,0.684,9,21,0.429,11,30,0.367
JUSTIN.ROBERTS_Niagara,Niagara,3,3,69.082,123,18,1,3,5,0,0,0,8,0.25,1,0.49,0.438,5,16,0.312,4,10,0.4,4,5,0.8,0,3,0,1,3,0.333
JUSTIN.SMITH_Arkansas,Arkansas,7,7,239.05,481,113,23,30,13,8,5,18,16,0.333,0.583,0.633,0.647,48,75,0.64,1,4,0.25,16,30,0.533,39,53,0.736,8,18,0.444
JUSTIN.TURNER_Bowling Green,Bowling Green,4,4,130.699,241,52,2,19,10,7,1,7,8,0.37,0.25,0.439,0.407,20,54,0.37,4,19,0.211,8,11,0.727,9,19,0.474,7,16,0.438
JUSTIN.VANDER.BAAN_Boston College,Boston College,3,0,15.749,35,5,1,3,0,0,0,4,3,0,1,0.641,0.5,1,2,0.5,0,1,0,3,4,0.75,1,1,1,0,0,0
JUSTIN.WEBSTER_Hawaii,Hawaii,5,5,141.886,269,65,1,23,7,2,0,7,7,0.4,0.5,0.564,0.53,22,50,0.44,9,28,0.321,12,16,0.75,9,14,0.643,4,8,0.5
JUSTIN.WHATLEY_N.C. Central,N.C. Central,5,5,122.449,225,21,6,13,4,4,3,9,11,0.333,0.625,0.528,0.5,8,18,0.444,2,9,0.222,3,4,0.75,6,9,0.667,0,0,0
JUSTIN.WRIGHT_N.C. Central,N.C. Central,5,3,20.717,49,0,2,4,1,3,1,2,1,0.25,0,0,0,0,8,0,0,4,0,0,0,0,0,3,0,0,1,0
JUSTON.BETZ_Bellarmine,Bellarmine,2,0,49.95,92,9,1,6,6,4,0,4,5,0.5,0.5,0.606,0.75,4,6,0.667,1,1,1,0,3,0,2,2,1,1,3,0.333
JUSTUS.RAINWATER_FGCU,FGCU,2,0,6.033,15,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
JUSTYN.HAMILTON_Kent St.,Kent St.,3,3,82.668,150,25,8,10,2,2,2,2,8,0.19,0.545,0.546,0.524,11,21,0.524,0,1,0,3,4,0.75,8,9,0.889,3,11,0.273
JUSTYN.MUTTS_Virginia Tech,Virginia Tech,3,3,82.284,150,42,4,13,4,3,3,8,8,0.071,0.647,0.67,0.696,17,28,0.607,5,9,0.556,3,7,0.429,11,17,0.647,1,2,0.5
JUWAN.DURHAM_Notre Dame,Notre Dame,6,6,148.767,278,75,13,27,5,6,11,5,9,0.182,0.485,0.628,0.6,33,55,0.6,0,1,0,9,10,0.9,24,33,0.727,9,21,0.429
JUWAN.GARY_Alabama,Alabama,7,0,83.901,173,38,20,11,1,4,5,4,13,0.357,0.5,0.589,0.571,16,28,0.571,0,2,0,6,9,0.667,14,23,0.609,2,3,0.667
JUWAN.GRAY_Towson,Towson,1,0,18.234,27,2,0,0,0,1,0,1,1,0.25,1,0.25,0.25,1,4,0.25,0,1,0,0,0,0,1,1,1,0,2,0
JUWAN.PERDUE_Jacksonville St.,Jacksonville St.,4,0,42.217,73,21,2,6,2,1,1,2,6,0.077,0.375,0.683,0.692,8,13,0.615,2,3,0.667,3,5,0.6,5,7,0.714,1,3,0.333
JUWAN.WHITE_Stony Brook,Stony Brook,1,0,3.017,7,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
JWAN.ROBERTS_Houston,Houston,2,0,2.317,7,2,1,0,0,0,0,0,0,0,0,1.053,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
KADARY.RICHMOND_Syracuse,Syracuse,6,0,127.616,215,32,6,7,25,6,0,9,5,0.182,0,0.404,0.348,11,33,0.333,1,3,0.333,9,14,0.643,4,15,0.267,6,15,0.4
KADEN.METHENY_Bowling Green,Bowling Green,4,4,133.733,250,58,2,11,10,7,0,7,10,0.367,0.5,0.57,0.582,22,49,0.449,13,33,0.394,1,4,0.25,5,9,0.556,4,7,0.571
KADEN.RASHEED_UC San Diego,UC San Diego,4,0,52.55,96,14,0,5,1,3,0,2,1,0.308,1,0.519,0.538,5,13,0.385,4,8,0.5,0,1,0,0,3,0,1,2,0.5
KADIN.SHEDRICK_Virginia,Virginia,1,0,4.933,11,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
KAELON.HARKEMA_Coppin St.,Coppin St.,2,0,2.733,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
KAHLIEL.SPEAR_Robert Morris,Robert Morris,1,1,32.267,58,22,1,4,1,3,2,0,1,0.25,1,0.615,0.594,9,16,0.562,1,2,0.5,3,4,0.75,7,11,0.636,1,3,0.333
KAI.JONES_Texas,Texas,7,1,156.032,305,73,22,17,1,5,8,8,21,0.25,0.577,0.642,0.614,26,44,0.591,2,8,0.25,19,27,0.704,22,27,0.815,2,9,0.222
KAI.KOSTMAYER_Bryant,Bryant,1,0,12.5,22,4,2,1,1,0,0,1,0,0.333,0,0.667,0.667,2,3,0.667,0,0,0,0,0,0,2,2,1,0,1,0
KAIDEN.RICE_The Citadel,The Citadel,4,4,133.267,259,49,5,14,3,4,0,8,5,0.345,0.438,0.4,0.327,16,55,0.291,4,31,0.129,13,13,1,9,17,0.529,3,7,0.429
KAILEN.RAINS_CSUN,CSUN,1,0,4.283,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
KAISON.HAMMONDS_San Jose St.,San Jose St.,1,0,9.667,18,3,0,1,1,0,0,0,1,0.333,1,0.5,0.5,1,3,0.333,1,2,0.5,0,0,0,0,1,0,0,0,0
KALEB.HUNTER_UNC Greensboro,UNC Greensboro,6,6,166.35,313,53,3,14,1,3,2,5,7,0.381,0.5,0.579,0.548,20,42,0.476,6,13,0.462,7,8,0.875,8,13,0.615,6,16,0.375
KALEB.SCOTT_Georgia St.,Georgia St.,3,0,7.3,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALEB.THORNTON_Northern Ill.,Northern Ill.,5,2,126.367,236,24,3,14,20,8,1,14,7,0.29,0.2,0.365,0.371,10,31,0.323,3,10,0.3,1,4,0.25,5,13,0.385,2,8,0.25
KALEIM.TAYLOR_Milwaukee,Milwaukee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALEN.WILLIAMS_New Mexico St.,New Mexico St.,8,2,141.864,247,31,2,10,13,2,0,7,9,0.16,0.636,0.576,0.56,11,25,0.44,6,13,0.462,3,4,0.75,2,5,0.4,3,7,0.429
KALIB.BOONE_Oklahoma St.,Oklahoma St.,9,9,221.068,446,95,19,36,10,5,20,21,20,0.119,0.618,0.609,0.576,34,59,0.576,0,0,0,27,40,0.675,27,48,0.562,7,11,0.636
KALIK.BROOKS_Georgia St.,Georgia St.,6,0,26.399,57,5,1,2,1,1,0,3,7,0,1,0.833,0.833,2,3,0.667,1,1,1,0,0,0,0,0,0,1,2,0.5
KALIL.THOMAS_UMass Lowell,UMass Lowell,4,0,103.05,188,41,2,12,4,2,0,5,6,0.333,0.375,0.683,0.683,16,30,0.533,9,21,0.429,0,0,0,2,3,0.667,5,6,0.833
KALOB.LEDOUX_Louisiana Tech,Louisiana Tech,4,2,109.316,196,63,4,17,3,3,0,5,9,0.385,0.81,0.712,0.705,21,39,0.538,13,21,0.619,8,11,0.727,4,11,0.364,4,7,0.571
KALU.EZIKPE_Old Dominion,Old Dominion,7,7,143.767,261,58,14,39,2,7,8,11,21,0.146,0.455,0.509,0.458,22,48,0.458,0,4,0,14,19,0.737,17,31,0.548,5,13,0.385
KAM.FARRIS_Robert Morris,Robert Morris,1,1,24.684,42,15,0,2,1,0,0,2,1,0.3,0.667,0.75,0.75,6,10,0.6,3,7,0.429,0,0,0,2,2,1,1,1,1
KAM.WOODS_Troy,Troy,1,1,22.983,45,6,2,5,2,2,0,0,1,0.778,0.667,0.333,0.333,3,9,0.333,0,3,0,0,0,0,2,4,0.5,1,2,0.5
KAMAKA.HEPA_Texas,Texas,2,0,3.65,7,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
KAMAR.ROBERTSON_Mercer,Mercer,7,0,110.649,198,46,3,8,6,6,0,3,14,0.25,0.632,0.66,0.656,19,32,0.594,4,11,0.364,4,6,0.667,7,8,0.875,8,13,0.615
KAMARI.BROWN_Ga. Southern,Ga. Southern,2,2,46.35,88,9,5,9,0,1,0,0,1,0.462,0.25,0.346,0.346,4,13,0.308,1,5,0.2,0,0,0,3,5,0.6,0,3,0
KAMARI.WILLIAMS_Boston College,Boston College,4,0,70.05,139,21,3,6,2,2,0,4,2,0.533,0.714,0.621,0.633,7,15,0.467,5,12,0.417,2,4,0.5,1,2,0.5,1,1,1
