Player,Team,GP,GS,MINS,oPOSS,PTS,ORB,DRB,AST,STL,BLK,TOV,PF,PCT_FGA_trans,PCT_FGM_ast,TS.,eFG.,FGM,FGA,FG.,TPM,TPA,TP.,FTM,FTA,FT.,RIMM,RIMA,RIM.,MIDM,MIDA,MID.
DESHON.PARKER_Appalachian St.,Appalachian St.,4,1,33.45,59,3,0,3,3,1,1,3,3,0,0,0.769,1,1,1,1,0,0,0,1,2,0.5,1,1,1,0,0,0
DESI.SILLS_Arkansas,Arkansas,7,1,98.45,213,40,1,5,6,5,0,7,7,0.367,0.667,0.656,0.65,15,30,0.5,9,20,0.45,1,1,1,6,10,0.6,0,0,0
DESMOND.CAMBRIDGE_Nevada,Nevada,5,5,167.085,323,104,2,21,10,7,2,13,16,0.185,0.438,0.557,0.488,32,81,0.395,15,43,0.349,25,26,0.962,6,10,0.6,11,28,0.393
DESMOND.POLK_SIUE,SIUE,4,4,133.902,244,25,0,9,6,2,1,6,4,0.273,0.444,0.344,0.318,9,33,0.273,3,16,0.188,4,7,0.571,5,8,0.625,1,9,0.111
DESMOND.WILLIAMS_Troy,Troy,4,3,135.383,263,39,1,19,7,5,1,8,12,0.419,0.615,0.56,0.548,13,31,0.419,8,21,0.381,5,8,0.625,5,10,0.5,0,0,0
DESTIN.BARNES_UC Santa Barbara,UC Santa Barbara,7,1,96.334,185,4,4,4,6,2,0,4,10,0.312,1,0.118,0.094,1,16,0.062,1,12,0.083,1,2,0.5,0,0,0,0,4,0
DESTIN.WHITAKER_Fresno St.,Fresno St.,1,0,3.133,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETALIAN.BROWN_North Ala.,North Ala.,6,0,121.166,217,29,4,8,12,2,2,2,8,0.171,0.111,0.378,0.357,9,35,0.257,7,23,0.304,4,7,0.571,1,8,0.125,1,4,0.25
DETORRION.WARE_Morgan St.,Morgan St.,5,0,145.316,300,125,11,28,8,10,0,14,11,0.272,0.541,0.619,0.562,37,81,0.457,17,42,0.405,34,42,0.81,13,25,0.52,7,14,0.5
DEUCE.TURNER_Bucknell,Bucknell,2,1,52.918,100,24,1,5,1,2,0,3,4,0.278,0.25,0.527,0.5,8,18,0.444,2,6,0.333,6,10,0.6,4,7,0.571,2,5,0.4
DEVAN.CAMBRIDGE_Auburn,Auburn,4,4,137.966,249,43,3,12,3,4,3,6,9,0.152,0.733,0.428,0.424,15,46,0.326,9,31,0.29,4,9,0.444,5,11,0.455,1,4,0.25
DEVAN.STRAUB_Evansville,Evansville,1,0,0.267,2,3,0,0,0,0,0,0,0,1,1,1.5,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
DEVANTE.CARTER_Norfolk St.,Norfolk St.,3,3,105.249,197,38,2,17,19,9,3,7,3,0.278,0.267,0.477,0.444,15,36,0.417,2,6,0.333,6,8,0.75,9,19,0.474,4,11,0.364
DEVANTE.JONES_Coastal Carolina,Coastal Carolina,5,5,179.484,337,91,6,40,13,10,3,12,11,0.36,0.387,0.518,0.453,31,75,0.413,6,31,0.194,23,27,0.852,16,26,0.615,9,18,0.5
DEVEARL.RAMSEY_UC Santa Barbara,UC Santa Barbara,7,7,227.733,402,51,6,19,17,10,0,11,12,0.224,0.444,0.483,0.439,18,49,0.367,7,23,0.304,8,8,1,5,14,0.357,6,12,0.5
DEVEN.PALMER_N.C. Central,N.C. Central,6,2,173.3,321,78,7,27,3,7,7,7,14,0.264,0.565,0.46,0.389,23,72,0.319,10,39,0.256,22,27,0.815,6,15,0.4,7,18,0.389
DEVIN.ASKEW_Kentucky,Kentucky,4,1,86.018,162,7,1,6,4,2,1,4,6,0.2,0,0.272,0.1,1,10,0.1,0,4,0,5,6,0.833,0,1,0,1,5,0.2
DEVIN.BUTTS_Louisiana,Louisiana,5,0,83.968,169,32,4,5,7,0,0,5,9,0.233,0.636,0.509,0.5,11,30,0.367,8,20,0.4,2,3,0.667,1,3,0.333,2,7,0.286
DEVIN.DAVIS_Creighton,Creighton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIN.GILMORE_Murray St.,Murray St.,3,0,51.651,96,8,3,9,2,0,1,1,6,0.167,0.75,0.667,0.667,4,6,0.667,0,0,0,0,0,0,3,5,0.6,1,1,1
DEVIN.GORDON_Mississippi Val.,Mississippi Val.,7,6,230.817,468,71,8,31,5,5,4,25,18,0.355,0.464,0.418,0.414,28,76,0.368,7,21,0.333,8,19,0.421,12,22,0.545,9,33,0.273
DEVIN.KIRBY_Montana St.,Montana St.,7,6,89.835,171,4,5,5,3,1,0,2,13,0.25,1,0.369,0.5,2,4,0.5,0,0,0,0,3,0,2,4,0.5,0,0,0
DEVIN.TILLIS_UNLV,UNLV,7,7,167.6,292,23,10,17,15,5,0,14,15,0.278,0.5,0.607,0.611,10,18,0.556,2,5,0.4,1,2,0.5,6,9,0.667,2,4,0.5
DEVION.HARMON_Oklahoma,Oklahoma,6,6,213.95,384,86,2,20,13,6,0,10,8,0.319,0.457,0.572,0.565,35,69,0.507,8,25,0.32,8,13,0.615,16,22,0.727,11,22,0.5
DEVON.BAKER_UNC Asheville,UNC Asheville,1,1,32.866,61,11,0,4,2,4,0,1,1,0.333,0.2,0.441,0.417,5,12,0.417,0,4,0,1,1,1,1,2,0.5,4,6,0.667
DEVON.COOPER_Morehead St.,Morehead St.,6,6,200.999,365,89,1,23,16,2,4,23,10,0.254,0.48,0.592,0.492,25,59,0.424,8,19,0.421,31,34,0.912,15,24,0.625,2,16,0.125
DEVON.HANCOCK_Milwaukee,Milwaukee,2,0,9.75,25,0,0,1,0,2,0,1,2,0.5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
DEVON.HOUSE_Kansas City,Kansas City,2,0,13.482,27,10,0,3,0,0,1,0,2,0.333,0.667,0.719,0.667,3,6,0.5,2,3,0.667,2,2,1,1,3,0.333,0,0,0
DEVONAIRE.DOUTRIVE_Boise St.,Boise St.,4,1,109.301,209,42,1,14,5,1,1,4,7,0.29,0.333,0.603,0.565,15,31,0.484,5,15,0.333,7,8,0.875,7,9,0.778,3,7,0.429
DEVONDRE.PERRY_Temple,Temple,3,3,54.9,97,11,1,3,6,3,2,2,2,0,1,0.396,0.333,3,12,0.25,2,4,0.5,3,4,0.75,1,3,0.333,0,5,0
DEVONTAE.BLANTON_Eastern Ky.,Eastern Ky.,5,0,97.332,187,39,8,11,6,5,1,5,9,0.143,0.375,0.818,0.786,16,21,0.762,1,2,0.5,6,6,1,9,11,0.818,6,8,0.75
DEVONTAE.SHULER_Ole Miss,Ole Miss,6,6,196.917,343,83,6,10,17,8,0,11,9,0.238,0.382,0.49,0.488,34,80,0.425,10,29,0.345,5,10,0.5,13,26,0.5,11,25,0.44
DEVONTE.LANIER_Tennessee St.,Tennessee St.,1,0,3.734,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEWAYNE.COX_Prairie View,Prairie View,10,10,207.734,411,77,15,30,8,18,1,14,23,0.31,0.545,0.579,0.578,33,58,0.569,1,10,0.1,10,18,0.556,31,44,0.705,1,4,0.25
DEXTER.DENNIS_Wichita St.,Wichita St.,4,4,124.984,223,48,5,18,5,2,1,4,3,0.188,0.75,0.679,0.672,16,32,0.5,11,23,0.478,5,7,0.714,5,8,0.625,0,1,0
DEZMOND.MCKINNEY_North Dakota St.,North Dakota St.,5,0,75.916,147,20,1,4,7,5,0,3,12,0.273,0.286,0.402,0.341,7,22,0.318,1,9,0.111,5,6,0.833,6,11,0.545,0,2,0
DIANTE.SMITH_TCU,TCU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIBAJI.WALKER_Massachusetts,Massachusetts,2,0,6.183,13,2,0,0,0,0,0,0,1,0,0,1.053,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
DIEGO.RIVERA_Mercer,Mercer,3,0,6.3,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIEGO.WILLIS_NJIT,NJIT,2,0,41.334,71,8,2,1,1,2,0,2,3,0,1,0.287,0.269,3,13,0.231,1,7,0.143,1,2,0.5,0,1,0,2,5,0.4
DIEONTE.MILES_Xavier,Xavier,1,0,0.167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DILLON.JONES_Weber St.,Weber St.,4,0,110.499,201,54,4,31,8,5,0,7,5,0.222,0.556,0.74,0.667,18,27,0.667,0,1,0,18,20,0.9,17,23,0.739,1,3,0.333
DIMA.ZDOR_Grand Canyon,Grand Canyon,5,0,15.617,30,4,1,3,1,0,0,2,5,0.4,1,0.29,0.2,1,5,0.2,0,1,0,2,4,0.5,1,3,0.333,0,1,0
DIMINGUS.STEVENS_Seton Hall,Seton Hall,2,0,3.016,9,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DIMITRIJE.SPASOJEVIC_UMBC,UMBC,2,1,33.183,62,10,2,4,3,1,0,3,3,0.222,0.25,0.503,0.444,4,9,0.444,0,0,0,2,2,1,3,7,0.429,1,2,0.5
DIMITRIOS.KLONARAS_California,California,1,0,0.517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMON.CARRIGAN_FIU,FIU,2,2,37.933,75,6,3,4,1,1,8,4,6,0.2,0.667,0.6,0.6,3,5,0.6,0,1,0,0,0,0,2,2,1,1,2,0.5
DIONTE.BOSTICK_Murray St.,Murray St.,3,3,64.267,112,25,2,6,9,1,0,8,4,0.435,0.667,0.484,0.478,9,23,0.391,4,10,0.4,3,6,0.5,3,9,0.333,2,4,0.5
DISCHON.THOMAS_Colorado St.,Colorado St.,6,0,62.667,108,21,9,7,1,1,0,6,14,0.062,0.375,0.571,0.531,8,16,0.5,1,4,0.25,4,5,0.8,7,11,0.636,0,1,0
DISHON.JACKSON_Washington St.,Washington St.,3,1,83.95,141,33,6,13,0,3,3,6,9,0.038,0.5,0.545,0.462,12,26,0.462,0,0,0,9,9,1,5,9,0.556,7,17,0.412
DJ.BURNS_Winthrop,Winthrop,3,3,52.6,105,40,3,9,1,2,2,3,3,0.08,0.588,0.694,0.68,17,25,0.68,0,0,0,6,8,0.75,7,9,0.778,10,16,0.625
DJ.CARTON_Marquette,Marquette,5,5,161.599,307,72,6,22,20,6,4,21,4,0.211,0.083,0.512,0.447,24,57,0.421,3,21,0.143,21,28,0.75,13,23,0.565,8,13,0.615
DJ.DAVIS_UC Irvine,UC Irvine,8,0,185.267,344,73,2,7,16,3,1,9,7,0.224,0.28,0.471,0.41,25,67,0.373,5,22,0.227,18,22,0.818,6,14,0.429,14,31,0.452
DJ.FUNDERBURK_NC State,NC State,4,4,108.185,186,49,4,15,3,2,4,3,9,0.129,0.714,0.559,0.452,14,31,0.452,0,2,0,21,27,0.778,13,24,0.542,1,5,0.2
DJ.GORDON_Penn St.,Penn St.,2,0,1.4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DJ.HARVEY_Vanderbilt,Vanderbilt,7,2,141.15,266,53,2,19,5,3,3,5,7,0.257,0.647,0.651,0.614,17,35,0.486,9,22,0.409,10,12,0.833,3,5,0.6,5,8,0.625
DJ.HEATH_Alabama St.,Alabama St.,6,5,158.784,320,42,1,6,13,5,0,19,10,0.244,0.286,0.45,0.39,14,41,0.341,4,15,0.267,10,12,0.833,9,17,0.529,1,9,0.111
DJ.HORNE_Illinois St.,Illinois St.,3,1,97.15,178,52,0,17,10,6,0,8,6,0.15,0.389,0.581,0.537,18,40,0.45,7,21,0.333,9,10,0.9,1,2,0.5,10,17,0.588
DJ.JACKSON_Alabama St.,Alabama St.,6,3,171.552,343,39,5,19,10,3,1,13,21,0.441,0.333,0.458,0.397,12,34,0.353,3,14,0.214,12,18,0.667,6,12,0.5,3,8,0.375
DJ.JEFFRIES_Memphis,Memphis,7,1,167.216,332,55,6,23,10,4,6,12,17,0.269,0.636,0.465,0.471,22,52,0.423,5,18,0.278,6,15,0.4,16,26,0.615,1,8,0.125
DJ.JOHNSON_Rhode Island,Rhode Island,3,0,26.983,56,11,1,5,1,0,0,0,2,0.4,1,0.924,0.9,3,5,0.6,3,5,0.6,2,2,1,0,0,0,0,0,0
DJ.JONES_Florida A&M,Florida A&M,7,7,194.084,370,71,19,32,15,6,11,14,24,0.143,0.677,0.506,0.492,31,63,0.492,0,2,0,9,15,0.6,22,33,0.667,9,28,0.321
DJ.MITCHELL_FIU,FIU,1,0,3.233,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DJ.MITCHELL_Hartford,Hartford,4,4,127.734,223,29,2,10,4,1,0,0,6,0.143,0.545,0.393,0.4,11,35,0.314,6,21,0.286,1,4,0.25,3,7,0.429,2,7,0.286
DJ.MITCHELL_Santa Clara,Santa Clara,4,0,62.334,120,26,3,7,5,1,0,3,7,0.267,0.375,0.674,0.6,8,15,0.533,2,5,0.4,8,9,0.889,2,4,0.5,4,6,0.667
DJ.NUSSBAUM_VMI,VMI,2,0,3.283,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJ.PEAVY_Austin Peay,Austin Peay,3,0,28.084,56,2,1,1,0,0,0,4,7,0,1,0.339,0.5,1,2,0.5,0,1,0,0,2,0,0,0,0,1,1,1
DJ.RODMAN_Washington St.,Washington St.,3,1,87.067,150,22,5,8,3,2,0,3,4,0.167,0.286,0.516,0.472,7,18,0.389,3,7,0.429,5,7,0.714,2,6,0.333,2,5,0.4
DJ.STEWARD_Duke,Duke,7,6,225.282,421,103,8,20,20,6,5,13,5,0.255,0.538,0.519,0.5,39,94,0.415,16,47,0.34,9,11,0.818,15,25,0.6,8,22,0.364
DJ.STEWART_Mississippi St.,Mississippi St.,6,6,211.517,371,76,4,24,22,7,2,23,6,0.257,0.423,0.455,0.399,26,74,0.351,7,30,0.233,17,20,0.85,9,18,0.5,10,26,0.385
DJ.THORPE_California,California,4,0,18.45,36,9,1,0,0,0,1,0,4,0,0.333,0.829,0.75,3,4,0.75,0,0,0,3,3,1,3,4,0.75,0,0,0
DJ.WILKINS_Drake,Drake,6,6,212.467,341,83,2,11,20,2,0,5,9,0.242,0.483,0.626,0.605,29,62,0.468,17,39,0.436,8,9,0.889,5,9,0.556,7,14,0.5
DJI.BAILEY_Richmond,Richmond,1,0,10,20,2,0,2,0,0,0,0,2,0,0,0.5,0.5,1,2,0.5,0,1,0,0,0,0,1,1,1,0,0,0
DMARCO.BAUCUM_Delaware St.,Delaware St.,5,2,57.735,125,19,5,8,0,1,3,8,8,0.316,0.25,0.455,0.421,8,19,0.421,0,6,0,3,4,0.75,6,7,0.857,2,6,0.333
DMAURIA.JONES_Oral Roberts,Oral Roberts,5,0,19.567,44,4,1,6,1,1,0,2,3,0.333,0,0.452,0.333,1,3,0.333,0,1,0,2,3,0.667,1,2,0.5,0,0,0
DMAURIAN.WILLIAMS_Gardner-Webb,Gardner-Webb,2,2,52.234,89,21,0,6,3,2,0,5,8,0.2,0.625,0.42,0.42,8,25,0.32,5,15,0.333,0,0,0,2,6,0.333,1,4,0.25
DMITRIK.TRICE_Wisconsin,Wisconsin,6,6,201.116,343,86,0,16,25,2,1,13,16,0.2,0.517,0.596,0.569,29,65,0.446,16,36,0.444,12,15,0.8,3,8,0.375,10,21,0.476
DMOI.HODGE_Cleveland St.,Cleveland St.,3,3,87.983,159,33,2,16,6,5,5,3,7,0.303,0.6,0.5,0.5,15,33,0.455,3,10,0.3,0,0,0,9,16,0.562,3,7,0.429
DOCTOR.BRADLEY_Cal St. Fullerton,Cal St. Fullerton,3,0,48.849,87,18,6,6,2,3,0,4,6,0.474,0.5,0.412,0.421,8,19,0.421,0,0,0,2,6,0.333,8,19,0.421,0,0,0
DOM.LONDON_FGCU,FGCU,3,0,42.9,84,17,1,4,1,1,1,2,4,0.364,0.333,0.659,0.636,6,11,0.545,2,7,0.286,3,4,0.75,2,2,1,2,2,1
DOMANTAS.SAKICKAS_Coppin St.,Coppin St.,2,0,3.116,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DOMINIC.PAROLIN_Lehigh,Lehigh,4,0,94.582,177,33,10,13,2,4,1,6,6,0.121,0.714,0.443,0.424,14,33,0.424,0,0,0,5,9,0.556,12,21,0.571,2,12,0.167
DOMINICK.HARRIS_Gonzaga,Gonzaga,1,0,1.233,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMINICK.PICKETT_UC Riverside,UC Riverside,6,6,158.682,289,35,2,17,8,9,0,3,12,0.135,0.667,0.439,0.392,12,37,0.324,5,25,0.2,6,6,1,5,10,0.5,2,2,1
DOMINICK.WELCH_St. Bonaventure,St. Bonaventure,7,7,240.616,385,86,9,30,11,9,1,11,16,0.206,0.75,0.615,0.625,32,68,0.471,21,47,0.447,1,4,0.25,10,14,0.714,1,7,0.143
DOMINIK.FRAGALA_Delaware St.,Delaware St.,5,0,124.701,267,79,3,6,5,8,0,5,6,0.328,0.391,0.565,0.5,23,58,0.397,12,33,0.364,21,25,0.84,6,11,0.545,5,14,0.357
DONALD.CAREY_Georgetown,Georgetown,9,8,247.534,478,55,13,20,12,11,0,15,16,0.302,0.526,0.594,0.581,19,43,0.442,12,25,0.48,5,7,0.714,4,10,0.4,3,8,0.375
DONALSON.FANORD_Mississippi Val.,Mississippi Val.,2,1,46.118,101,15,2,15,2,1,3,4,7,0.571,0.6,0.726,0.714,5,7,0.714,0,0,0,5,7,0.714,3,3,1,2,4,0.5
DONAVAN.YAP_UNLV,UNLV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONNIE.MALONE_Tennessee St.,Tennessee St.,2,1,26.316,54,5,0,2,2,0,0,1,6,0.125,0.5,0.312,0.312,2,8,0.25,1,4,0.25,0,0,0,0,2,0,1,2,0.5
DONNIE.TILLMAN_New Mexico St.,New Mexico St.,7,6,155.782,282,89,11,23,8,2,2,9,12,0.211,0.393,0.612,0.561,28,57,0.491,8,17,0.471,25,33,0.758,17,31,0.548,3,9,0.333
DONOVAN.CLAY_Valparaiso,Valparaiso,5,5,164.332,275,40,6,20,14,3,4,8,15,0.293,0.467,0.433,0.402,15,41,0.366,3,19,0.158,7,11,0.636,6,11,0.545,6,11,0.545
DONOVAN.GREGORY_Appalachian St.,Appalachian St.,4,4,146.932,265,24,18,22,17,14,4,8,10,0.304,0.714,0.418,0.304,7,23,0.304,0,0,0,10,12,0.833,7,14,0.5,0,9,0
DONOVAN.NEWBY_Milwaukee,Milwaukee,3,0,65.016,136,9,0,5,6,7,0,1,4,0.167,0.5,0.508,0.417,2,6,0.333,1,3,0.333,4,6,0.667,1,2,0.5,0,1,0
DONOVAN.SIMS_Middle Tenn.,Middle Tenn.,5,0,51.068,102,3,2,5,2,1,0,6,5,0,1,0.15,0.15,1,10,0.1,1,3,0.333,0,0,0,0,4,0,0,3,0
DONOVAN.WILLIAMS_Oklahoma St.,Oklahoma St.,1,0,5.383,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DONOVAN.WILLIAMS_Texas,Texas,3,0,6.733,18,3,0,3,0,0,0,1,0,0.333,1,0.5,0.5,1,3,0.333,1,1,1,0,0,0,0,1,0,0,1,0
DONOVANN.TOATLEY_Monmouth,Monmouth,3,0,35.133,66,11,0,3,1,1,0,3,3,0.231,0.25,0.394,0.385,4,13,0.308,2,7,0.286,1,2,0.5,2,4,0.5,0,2,0
DONTA.SCOTT_Maryland,Maryland,7,5,190.317,330,59,5,26,14,2,4,11,14,0.156,0.684,0.561,0.533,19,45,0.422,10,25,0.4,11,16,0.688,5,12,0.417,4,8,0.5
DONTAIE.ALLEN_Kentucky,Kentucky,4,0,43.215,81,23,0,4,1,3,0,0,1,0.278,1,0.592,0.611,8,18,0.444,6,16,0.375,1,3,0.333,0,0,0,2,2,1
DONTAVIUS.KING_Col. of Charleston,Col. of Charleston,1,0,6.65,11,2,0,2,0,0,0,1,0,0,0,0.5,0.5,1,2,0.5,0,1,0,0,0,0,1,1,1,0,0,0
DONTAY.BASSETT_Weber St.,Weber St.,4,0,51.901,91,14,2,7,2,0,0,3,5,0.143,0.667,0.393,0.214,3,14,0.214,0,4,0,8,8,1,3,6,0.5,0,4,0
DONTRELL.MCQUARTER_Rider,Rider,6,5,182.284,320,51,7,26,8,7,4,16,17,0.107,0.526,0.395,0.348,19,56,0.339,1,4,0.25,12,18,0.667,12,32,0.375,6,20,0.3
DORIAN.JAMES_North Florida,North Florida,1,0,4.1,10,2,0,1,0,0,0,0,2,0,0,0.5,0.5,1,2,0.5,0,0,0,0,0,0,1,1,1,0,1,0
DOU.GUEYE_Louisiana,Louisiana,5,5,149.417,286,47,13,30,7,2,3,6,10,0.24,0.35,0.422,0.41,20,50,0.4,1,6,0.167,6,12,0.5,9,21,0.429,10,23,0.435
DOUG.EDERT_Saint Peter's,Saint Peter's,6,4,162.151,285,35,7,10,5,7,2,2,13,0.289,0.833,0.377,0.367,12,45,0.267,9,32,0.281,2,3,0.667,3,6,0.5,0,7,0
DOUGLAS.WILSON_South Dakota St.,South Dakota St.,4,4,113.067,207,76,10,10,14,2,4,14,11,0.204,0.621,0.59,0.537,29,54,0.537,0,0,0,18,22,0.818,27,49,0.551,2,5,0.4
DQ.NICHOLAS_Southeast Mo. St.,Southeast Mo. St.,4,4,111.469,211,31,1,6,12,1,1,11,8,0.158,0.571,0.583,0.474,7,19,0.368,4,10,0.4,13,16,0.812,2,7,0.286,1,2,0.5
DRAKE.DOBBS_Liberty,Liberty,6,0,96.866,178,30,1,6,11,3,2,7,10,0.105,0.3,0.658,0.605,10,19,0.526,3,6,0.5,7,8,0.875,6,10,0.6,1,3,0.333
DRAKE.JEFFRIES_Wyoming,Wyoming,4,0,74.116,142,31,1,4,4,2,2,1,6,0.176,1,0.82,0.794,9,17,0.529,9,17,0.529,4,4,1,0,0,0,0,0,0
DRAKE.LONDON_Southern California,Southern California,1,0,0.433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAKE.MULLER_Denver,Denver,2,0,9.167,20,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
DRAVON.MANGUM_Radford,Radford,2,2,61.367,102,15,4,8,0,0,0,7,5,0.188,0.6,0.442,0.406,5,16,0.312,3,10,0.3,2,2,1,2,6,0.333,0,0,0
DRE.DAVIS_Louisville,Louisville,5,2,122.131,210,32,10,4,3,1,2,7,16,0.286,0.667,0.423,0.4,12,35,0.343,4,15,0.267,4,6,0.667,8,17,0.471,0,3,0
DRE.FULLER_UCF,UCF,4,3,114.732,215,20,4,22,12,2,3,8,9,0.263,0.667,0.421,0.316,6,19,0.316,0,6,0,8,10,0.8,3,7,0.429,3,6,0.5
DRE.MARIN_Southern Utah,Southern Utah,6,6,198.468,355,89,3,19,16,9,0,8,11,0.273,0.467,0.7,0.664,30,55,0.545,13,31,0.419,16,18,0.889,8,8,1,9,16,0.562
DRELL.ROBERTS_Prairie View,Prairie View,10,1,220.181,443,88,5,18,22,8,1,16,35,0.275,0.448,0.465,0.419,29,80,0.362,9,40,0.225,21,31,0.677,17,29,0.586,3,11,0.273
DREW.BUGGS_Missouri,Missouri,5,0,65.216,125,13,2,4,5,3,1,8,3,0.167,0.75,0.468,0.458,4,12,0.333,3,7,0.429,2,4,0.5,1,3,0.333,0,2,0
DREW.DANIEL_UNI,UNI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DREW.HONAS_Kansas St.,Kansas St.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DREW.PEMBER_Tennessee,Tennessee,1,0,3.15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DREW.PETERSON_Southern California,Southern California,9,6,289.364,503,110,8,44,22,5,4,11,13,0.214,0.487,0.554,0.53,39,84,0.464,11,31,0.355,21,32,0.656,17,29,0.586,11,24,0.458
DREW.TENNIAL_Texas St.,Texas St.,1,0,6.6,10,0,1,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DREW.THELWELL_Morehead St.,Morehead St.,3,0,0.667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DREW.TIMME_Gonzaga,Gonzaga,3,3,84.866,160,50,4,17,8,3,0,5,5,0.25,0.619,0.702,0.75,21,28,0.75,0,2,0,8,16,0.5,21,25,0.84,0,1,0
DREW.WEIKERT_Vanderbilt,Vanderbilt,1,0,4.283,11,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRU.KUXHAUSEN_McNeese,McNeese,5,4,137.583,265,52,0,12,3,7,0,5,10,0.359,0.6,0.594,0.538,15,39,0.385,12,35,0.343,10,10,1,3,4,0.75,0,0,0
DRU.SMITH_Missouri,Missouri,5,5,178.267,331,70,4,11,26,15,1,11,14,0.175,0.304,0.53,0.482,23,57,0.404,9,27,0.333,15,19,0.789,9,15,0.6,5,15,0.333
DSHAWN.SCHWARTZ_Colorado,Colorado,7,6,198.117,341,54,6,12,8,3,1,2,17,0.171,0.562,0.55,0.5,16,41,0.39,9,21,0.429,13,17,0.765,7,11,0.636,0,9,0
DUANE.WASHINGTON_Ohio St.,Ohio St.,8,8,273.817,488,161,2,29,24,2,1,16,14,0.217,0.371,0.587,0.578,62,129,0.481,25,66,0.379,12,17,0.706,23,33,0.697,14,30,0.467
DUDLEY.BLACKWELL_Iowa St.,Iowa St.,1,0,3.25,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUKE.MILES_Troy,Troy,4,4,127.966,254,67,6,10,25,10,0,12,13,0.425,0.286,0.618,0.562,21,40,0.525,3,14,0.214,22,30,0.733,17,22,0.773,1,4,0.25
DUSAN.MAHORCIC_Illinois St.,Illinois St.,3,3,87.416,162,53,9,15,1,6,2,12,9,0.258,0.5,0.713,0.71,22,31,0.71,0,0,0,9,13,0.692,19,28,0.679,3,3,1
DWAINE.JONES_Coppin St.,Coppin St.,4,0,20.384,52,4,0,0,2,0,0,1,1,0.25,0,0.5,0.5,2,4,0.5,0,2,0,0,0,0,2,2,1,0,0,0
DWAYNE.KOROMA_Iona,Iona,5,4,76.834,133,21,5,6,5,1,0,5,10,0.062,0.4,0.619,0.656,10,16,0.625,1,1,1,0,2,0,9,15,0.6,0,0,0
DWAYNE.ROSE_Detroit Mercy,Detroit Mercy,2,0,19.151,37,3,0,2,0,0,0,1,0,0,1,0.38,0.5,1,3,0.333,1,1,1,0,2,0,0,0,0,0,2,0
DWAYNE.WALKER_Grambling,Grambling,7,0,33.117,78,9,1,1,2,2,0,5,4,0.364,1,0.349,0.318,3,11,0.273,1,5,0.2,2,4,0.5,2,6,0.333,0,0,0
